# repo=endojs/endo-but-for-bots commit=eb47ab6749b12dcdec261e5a2373200038b5c3e2 generator=export-index/1
# name	specifier	package	def	kind	arity	shape	tokens	private
channelComponent	@endo/space-channel	@endo/space-channel	packages/space-channel/src/channel-component.js:92	const-function	4	a99809a67add	3531	1
channelComponent	@endo/space-channel/channel-component.js	@endo/space-channel	packages/space-channel/src/channel-component.js:92	const-function	4	a99809a67add	3531	1
chatBarComponent	@endo/spaces-util	@endo/spaces-util	packages/spaces-util/src/chat-bar-component.js:307	const-function	3	de79c81c0677	5833	1
chatBarComponent	@endo/spaces-util/chat-bar-component.js	@endo/spaces-util	packages/spaces-util/src/chat-bar-component.js:307	const-function	3	de79c81c0677	5833	1
checkBundle	@endo/check-bundle	@endo/check-bundle	packages/check-bundle/index.js:22	const-function	2	d2038bbf52d9	12	0
checkBundle	@endo/check-bundle/lite.js	@endo/check-bundle	packages/check-bundle/lite.js:20	const-function	3	02623fc4b7ec	255	0
checkBundleBytes	@endo/check-bundle	@endo/check-bundle	packages/check-bundle/index.js:30	const-function	2	643bf81cbcd0	32	0
checkBundleFile	@endo/check-bundle	@endo/check-bundle	packages/check-bundle/index.js:40	const-function	1	d6b71ab5b040	19	0
checkOriginAllowed	@endo/http-confine	@endo/http-confine	packages/http-confine/src/http-confine.js:185	const-function	2	e81c8ad3626a	28	0
checkOriginAllowed	@endo/http-confine/src/http-confine.js	@endo/http-confine	packages/http-confine/src/http-confine.js:185	const-function	2	e81c8ad3626a	28	0
checkinTree	@endo/platform/fs	@endo/platform	packages/platform/src/fs/checkin.js:21	const-function	3	2966f659d198	201	0
checkinTree	@endo/platform/fs/lite	@endo/platform	packages/platform/src/fs/checkin.js:21	const-function	3	2966f659d198	201	0
checkinTree	@endo/platform/fs/node	@endo/platform	packages/platform/src/fs/checkin.js:21	const-function	3	2966f659d198	201	0
checkoutToDirectory	@endo/spaces-util/browser-tree.js	@endo/spaces-util	packages/spaces-util/src/browser-tree.js:194	const-function	3	91face8475c1	149	1
checkoutTree	@endo/platform/fs	@endo/platform	packages/platform/src/fs/checkout.js:18	const-function	3	0ee2f97f0595	115	0
checkoutTree	@endo/platform/fs/lite	@endo/platform	packages/platform/src/fs/checkout.js:18	const-function	3	0ee2f97f0595	115	0
checkoutTree	@endo/platform/fs/node	@endo/platform	packages/platform/src/fs/checkout.js:18	const-function	3	0ee2f97f0595	115	0
chooseModel	@endo/lal/model-detect.js	@endo/lal	packages/lal/model-detect.js:62	const-function	2	cacc88bcc183	42	1
chroot	@endo/platform/fs/extended	@endo/platform	packages/platform/src/fs/extended/compose.js:505	const-function	2	0ac420084771	218	0
chroot	@endo/platform/fs/extended/types-index.js	@endo/platform	packages/platform/src/fs/extended/compose.js:505	const-function	2	0ac420084771	218	0
clean	@endo/daemon	@endo/daemon	packages/daemon/index.js:754	const-function	1	a1fa0082aa79	54	1
coerceToBagEntries	@endo/patterns	@endo/patterns	packages/patterns/src/keys/copyBag.js:121	const-function	1	ee32953dafa0	16	0
coerceToElements	@endo/patterns	@endo/patterns	packages/patterns/src/keys/copySet.js:95	const-function	1	ee32953dafa0	16	0
collectBytes	@endo/platform/fs/extended	@endo/platform	packages/platform/src/fs/extended/helpers.js:60	const-function	1	b635bdf67798	62	0
collectBytes	@endo/platform/fs/extended/types-index.js	@endo/platform	packages/platform/src/fs/extended/helpers.js:60	const-function	1	b635bdf67798	62	0
collectStream	@endo/platform/fs/extended	@endo/platform	packages/platform/src/fs/extended/helpers.js:84	const-function	1	fa445a555b81	25	0
collectStream	@endo/platform/fs/extended/types-index.js	@endo/platform	packages/platform/src/fs/extended/helpers.js:84	const-function	1	fa445a555b81	25	0
colorize	@endo/monaco-wrapper	@endo/monaco-wrapper	packages/monaco-wrapper/src/monaco-wrapper.js:329	const-function	2	63894886a469	23	1
colorizedHtmlToVnodes	@endo/spaces-util/code-fence.js	@endo/spaces-util	packages/spaces-util/src/code-fence.js:67	const-function	1	9924e8e3b26b	181	1
commandSelectorComponent	@endo/spaces-util/command-selector.js	@endo/spaces-util	packages/spaces-util/src/command-selector.js:200	const-function	1	20d7b808ca6a	585	1
compareByCodePoints	@endo/marshal	@endo/marshal	packages/marshal/src/rankOrder.js:73	const-function	2	53d3052caa00	99	0
compareByUtf16CodeUnit	@endo/marshal/tools/marshal-test-data.js	@endo/marshal	packages/marshal/tools/marshal-test-data.js:28	const-function	2	eed27127caf9	15	0
compareKeys	@endo/patterns	@endo/patterns	packages/patterns/src/keys/compareKeys.js:107	const-function	2	3f2ea39bb61d	367	0
compareNumerics	@endo/marshal	@endo/marshal	packages/marshal/src/rankOrder.js:106	const-function	2	b04aecdc5b48	42	0
compartmentMapForNodeModules	@endo/compartment-mapper	@endo/compartment-mapper	packages/compartment-mapper/src/node-modules.js:1588	const				0
compileGlobSegment	@endo/platform/fs	@endo/platform	packages/platform/src/fs/search.js:150	const-function	1	90b3314bcfe2	139	0
compileGlobSegment	@endo/platform/fs/lite	@endo/platform	packages/platform/src/fs/search.js:150	const-function	1	90b3314bcfe2	139	0
compileGlobSegment	@endo/platform/fs/node	@endo/platform	packages/platform/src/fs/search.js:150	const-function	1	90b3314bcfe2	139	0
compileGlobSegment	@endo/platform/fs/search	@endo/platform	packages/platform/src/fs/search.js:150	const-function	1	90b3314bcfe2	139	0
compose	@endo/platform/fs/extended	@endo/platform	packages/platform/src/fs/extended/compose.js:1120	const-function	3	e9bbeb559e9b	2915	0
compose	@endo/platform/fs/extended/types-index.js	@endo/platform	packages/platform/src/fs/extended/compose.js:1120	const-function	3	e9bbeb559e9b	2915	0
computeAllNodeContents	@endo/space-channel/edit-queue.js	@endo/space-channel	packages/space-channel/src/edit-queue.js:269	const-function	3	2847fe0728d6	42	1
computeBackoffDelay	@endo/reminder	@endo/reminder	packages/reminder/src/backoff.js:115	const-function	3	ed66c6fb4ce4	63	1
computeBackoffDelay	@endo/reminder/src/backoff.js	@endo/reminder	packages/reminder/src/backoff.js:115	const-function	3	ed66c6fb4ce4	63	1
computeDropMoves	@endo/space-channel/outliner/tree-source.js	@endo/space-channel	packages/space-channel/src/outliner/tree-source.js:216	const-function	3	55dae4ac8b3d	293	1
computeNodeContent	@endo/space-channel/edit-queue.js	@endo/space-channel	packages/space-channel/src/edit-queue.js:113	const-function	4	df7ba9684065	484	1
computeSourceMapLocation	@endo/import-bundle/source-map-node.js	@endo/import-bundle	packages/import-bundle/src/source-map-node.js:6	const				0
computeUnifiedDiff	@endo/agentry/edit-text	@endo/agentry	packages/agentry/src/edit-text.js:102	const-function	3	38b96e35683a	707	0
concatBytes	@endo/bytes/concat.js	@endo/bytes	packages/bytes/src/concat.js:11	const-function	1	29b409ed636e	50	0
concatImmutables	@endo/bytes/concat-immutables.js	@endo/bytes	packages/bytes/src/concat-immutables.js:21	const-function	1	99fa8904b50a	11	0
confineComponent	@endo/preact-container/compartment	@endo/preact-container	packages/preact-container/src/compartment.js:553	function	2	613f7635d04b	145	1
connectToGateway	@endo/chat	@endo/chat	packages/chat/connection.js:36	const-function	1	883023f9143c	498	1
connectToHubCap	@endo/chat	@endo/chat	packages/chat/connection.js:178	const				1
contentLocatorMethodGuards	@endo/daemon/src/interfaces.js	@endo/daemon	packages/daemon/src/interfaces.js:124	const				1
createBlobViewer	@endo/spaces-util/blob-viewer.js	@endo/spaces-util	packages/spaces-util/src/blob-viewer.js:254	const-function	1	e710a8f478bf	1146	1
createChannelHeader	@endo/space-channel	@endo/space-channel	packages/space-channel/src/channel-header.js:595	const-function	1	82d0d1e7721a	1619	1
createChannelHeader	@endo/space-channel/channel-header.js	@endo/space-channel	packages/space-channel/src/channel-header.js:595	const-function	1	82d0d1e7721a	1619	1
createChannelState	@endo/space-channel	@endo/space-channel	packages/space-channel/src/channel-utils.js:167	const-function	2	5564aba32a0e	1812	1
createChannelState	@endo/space-channel/channel-utils.js	@endo/space-channel	packages/space-channel/src/channel-utils.js:167	const-function	2	5564aba32a0e	1812	1
createCommandExecutor	@endo/spaces-util/command-executor.js	@endo/spaces-util	packages/spaces-util/src/command-executor.js:51	const-function	1	49aea0d47bf1	3034	1
createDebuggerPanel	@endo/spaces-util/debugger-panel.js	@endo/spaces-util	packages/spaces-util/src/debugger-panel.js:914	const-function	1	e1c24fee3a5a	167	1
createDefineForm	@endo/spaces-util/define-form.js	@endo/spaces-util	packages/spaces-util/src/define-form.js:197	const-function	1	587e4a458ee9	973	1
createEndowModal	@endo/spaces-util/endow-modal.js	@endo/spaces-util	packages/spaces-util/src/endow-modal.js:211	const-function	1	63f3f884517b	874	1
createEvalForm	@endo/spaces-util/eval-form.js	@endo/spaces-util	packages/spaces-util/src/eval-form.js:307	const-function	1	934e5009b576	1533	1
createFormBuilder	@endo/spaces-util/form-builder.js	@endo/spaces-util	packages/spaces-util/src/form-builder.js:260	const-function	1	331dab15972a	973	1
createHeatBar	@endo/spaces-util/heat-bar.js	@endo/spaces-util	packages/spaces-util/src/heat-bar.js:215	const-function	2	df4d16daf392	584	1
createHeatSimulation	@endo/space-channel/heat-simulation.js	@endo/space-channel	packages/space-channel/src/heat-simulation.js:89	const-function	2	83e9ce5bb73a	636	1
createHelpModal	@endo/spaces-util/help-modal.js	@endo/spaces-util	packages/spaces-util/src/help-modal.js:283	const-function	1	56fdad197d69	174	1
createInlineCommandForm	@endo/spaces-util/inline-command-form.js	@endo/spaces-util	packages/spaces-util/src/inline-command-form.js:398	const-function	1	d48bf1c0a6e9	3303	1
createInlineDefine	@endo/spaces-util/inline-define.js	@endo/spaces-util	packages/spaces-util/src/inline-define.js:429	const-function	1	561fe63fa7ad	531	1
createInlineEval	@endo/spaces-util/inline-eval.js	@endo/spaces-util	packages/spaces-util/src/inline-eval.js:256	const-function	1	fa06178cea40	1401	1
createMessageMenu	@endo/space-channel	@endo/space-channel	packages/space-channel/src/channel-utils.js:91	const-function	1	c0368fc0529c	284	1
createMessageMenu	@endo/space-channel/channel-utils.js	@endo/space-channel	packages/space-channel/src/channel-utils.js:91	const-function	1	c0368fc0529c	284	1
createMessagePicker	@endo/spaces-util/message-picker.js	@endo/spaces-util	packages/spaces-util/src/message-picker.js:198	const-function	1	326d7b27869b	549	1
createMonacoEditor	@endo/monaco-wrapper	@endo/monaco-wrapper	packages/monaco-wrapper/src/monaco-wrapper.js:189	const-function	2	82c74c7602fc	482	1
createProfilePopup	@endo/space-channel/profile-popup.js	@endo/space-channel	packages/space-channel/src/profile-popup.js:274	const-function	1	5ce962940fed	152	1
createProvider	@endo/lal/providers/index.js	@endo/lal	packages/lal/providers/index.js:36	const-function	1	03e3895aeab5	250	1
createReactSystem	@endo/space-channel/react-utils.js	@endo/space-channel	packages/space-channel/src/react-utils.js:378	const-function	1	786665ac3750	1636	1
createShareModal	@endo/space-channel	@endo/space-channel	packages/space-channel/src/share-modal.js:465	const-function	1	ee7ca8c5e9c6	1128	1
createShareModal	@endo/space-channel/share-modal.js	@endo/space-channel	packages/space-channel/src/share-modal.js:465	const-function	1	ee7ca8c5e9c6	1128	1
createStreamingProvider	@endo/floot/providers/index.js	@endo/floot	packages/floot/providers/index.js:63	const-function	1	53ca3af73123	147	1
ctrlKey	@endo/spaces-util/platform-keys.js	@endo/spaces-util	packages/spaces-util/src/platform-keys.js:41	const				1
dateFormatter	@endo/spaces-util	@endo/spaces-util	packages/spaces-util/src/time-formatters.js:3	const				1
dateFormatter	@endo/spaces-util/time-formatters.js	@endo/spaces-util	packages/spaces-util/src/time-formatters.js:3	const				1
decodeAuthFail	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:178	const-function	1	25b5880ddbd6	10	1
decodeBase64	@endo/base64	@endo/base64	packages/base64/src/decode.js:159	const				0
decodeBase64	@endo/base64/decode.js	@endo/base64	packages/base64/src/decode.js:159	const				0
decodeChallenge	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:168	const-function	1	223e7cd976f1	11	1
decodeChannelId	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:83	const-function	2	e229448712e2	20	1
decodeClose	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:212	const-function	1	47dc5c977676	9	1
decodeDataFrame	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:206	const-function	1	aafd1ac1052f	16	1
decodeFrame	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:62	const-function	1	35ff48dfb13f	39	1
decodeHeaderObject	@endo/x402	@endo/x402	packages/x402/src/codec.js:32	const-function	2	c95aa8e821b2	46	1
decodeHeaderObject	@endo/x402/src/codec.js	@endo/x402	packages/x402/src/codec.js:32	const-function	2	c95aa8e821b2	46	1
decodeHello	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:165	const-function	1	223e7cd976f1	11	1
decodeHex	@endo/hex	@endo/hex	packages/hex/src/decode.js:97	const				0
decodeHex	@endo/hex/decode.js	@endo/hex	packages/hex/src/decode.js:97	const				0
decodeIncoming	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:189	const-function	1	c51a36d4b746	17	1
decodeOpen	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:183	const-function	1	c51a36d4b746	17	1
decodeOpenFailed	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:200	const-function	1	7eb396c1c9fe	20	1
decodeOpened	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:195	const-function	1	47dc5c977676	9	1
decodePeerGone	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:217	const-function	1	47dc5c977676	9	1
decodeResponse	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:173	const-function	1	223e7cd976f1	11	1
decodeSwissnum	@endo/ocapn	@endo/ocapn	packages/ocapn/src/client/util.js:58	const-function	1	bd55b442957e	11	0
decodeSwissnum	@endo/ocapn/client/util	@endo/ocapn	packages/ocapn/src/client/util.js:58	const-function	1	bd55b442957e	11	0
decodeToJustin	@endo/marshal	@endo/marshal	packages/marshal/src/marshal-justin.js:132	const-function	3	1d86106e3f54	1207	0
deeplyFulfilled	@endo/pass-style	@endo/pass-style	packages/pass-style/src/deeplyFulfilled.js:85	const-function	1	af161270e2bd	213	0
defaultBackoff	@endo/reminder	@endo/reminder	packages/reminder/src/backoff.js:40	const-function	2	e391adfe1ccc	25	1
defaultBackoff	@endo/reminder/src/backoff.js	@endo/reminder	packages/reminder/src/backoff.js:40	const-function	2	e391adfe1ccc	25	1
defaultDeniedSegments	@endo/daemon/src/mount.js	@endo/daemon	packages/daemon/src/mount.js:188	const				1
defaultFeatureToggles	@endo/gateway	@endo/gateway	packages/gateway/src/config.js:40	const				1
defaultFeatureToggles	@endo/gateway/src/config.js	@endo/gateway	packages/gateway/src/config.js:40	const				1
defaultGatewayConfig	@endo/gateway	@endo/gateway	packages/gateway/src/config.js:60	const				1
defaultGatewayConfig	@endo/gateway/src/config.js	@endo/gateway	packages/gateway/src/config.js:60	const				1
defaultParserForLanguage	@endo/compartment-mapper/archive-parsers.js	@endo/compartment-mapper	packages/compartment-mapper/src/archive-parsers.js:16	const				0
defaultParserForLanguage	@endo/compartment-mapper/import-archive-all-parsers.js	@endo/compartment-mapper	packages/compartment-mapper/src/import-archive-all-parsers.js:19	const				0
defaultParserForLanguage	@endo/compartment-mapper/import-archive-parsers.js	@endo/compartment-mapper	packages/compartment-mapper/src/import-archive-all-parsers.js:19	const				0
defaultParserForLanguage	@endo/compartment-mapper/import-archive-parsers.js	@endo/compartment-mapper	packages/compartment-mapper/src/import-archive-parsers.js:17	const				0
defaultParserForLanguage	@endo/compartment-mapper/import-parsers.js	@endo/compartment-mapper	packages/compartment-mapper/src/import-parsers.js:16	const				0
defaultStateFilePath	@endo/goblin-chat/state-store	@endo/goblin-chat	packages/goblin-chat/src/state-store.js:76	const-function	0	31d9e2ef3beb	84	1
defendPrototype	@endo/exo/tools.js	@endo/exo	packages/exo/src/exo-tools.js:356	const-function	5	a79755edc955	325	0
defendPrototypeKit	@endo/exo/tools.js	@endo/exo	packages/exo/src/exo-tools.js:478	const-function	5	fed4ac6484a6	181	0
defineAgent	@endo/agentry	@endo/agentry	packages/agentry/src/define-agent.js:80	const-function	1	d6910fd21ba6	162	0
defineAgent	@endo/agentry/define-agent	@endo/agentry	packages/agentry/src/define-agent.js:80	const-function	1	d6910fd21ba6	162	0
defineExoClass	@endo/exo	@endo/exo	packages/exo/src/exo-makers.js:58	const-function	5	d1c23bde27f4	172	0
defineExoClassKit	@endo/exo	@endo/exo	packages/exo/src/exo-makers.js:133	const-function	5	79b30c7a8d4f	284	0
defineModels	@endo/agentry	@endo/agentry	packages/agentry/src/harness/model.js:305	const-function	1	726f0497b48a	137	0
defineModels	@endo/agentry/harness	@endo/agentry	packages/agentry/src/harness/model.js:305	const-function	1	726f0497b48a	137	0
deflate	@endo/zip/deflate.js	@endo/zip	packages/zip/src/deflate.js:29	const-function	1	ca11011d84c0	6	0
delay	@endo/cancel/delay	@endo/cancel	packages/cancel/src/delay.js:12	const				0
deriveConstants	@endo/spaces-util/heat-engine.js	@endo/spaces-util	packages/spaces-util/src/heat-engine.js:47	const-function	1	1571378f6745	29	1
detectTheme	@endo/monaco-wrapper	@endo/monaco-wrapper	packages/monaco-wrapper/src/monaco-wrapper.js:148	const-function	0	af4cb41a861b	47	1
diagnosticDecode	@endo/ocapn/cbor	@endo/ocapn	packages/ocapn/src/cbor/diagnostic/decode.js:99	function	1	d74c26b10131	263	0
diagnosticEncode	@endo/ocapn/cbor	@endo/ocapn	packages/ocapn/src/cbor/diagnostic/encode.js:214	function	1	6a540e0c98e1	16	0
diagnosticEquals	@endo/ocapn/cbor	@endo/ocapn	packages/ocapn/src/cbor/diagnostic/util.js:123	const				0
dialParamsFromLocation	@endo/ocapn-iroh	@endo/ocapn-iroh	packages/ocapn-iroh/src/location.js:126	const-function	1	95d05b5ed703	149	1
dialParamsFromLocation	@endo/ocapn-iroh/location	@endo/ocapn-iroh	packages/ocapn-iroh/src/location.js:126	const-function	1	95d05b5ed703	149	1
directoryFileMethodGuards	@endo/platform/fs	@endo/platform	packages/platform/src/fs/interfaces.js:71	const				0
directoryFileMethodGuards	@endo/platform/fs/lite	@endo/platform	packages/platform/src/fs/interfaces.js:71	const				0
directoryFileMethodGuards	@endo/platform/fs/node	@endo/platform	packages/platform/src/fs/interfaces.js:71	const				0
discoverTools	@endo/fae/src/tools.js	@endo/fae	packages/fae/src/tools.js:29	const-function	2	679a5128d101	164	1
elementsCompare	@endo/patterns	@endo/patterns	packages/patterns/src/keys/merge-set-operators.js:310	const				0
elementsDisjointSubtract	@endo/patterns	@endo/patterns	packages/patterns/src/keys/merge-set-operators.js:314	const				0
elementsDisjointUnion	@endo/patterns	@endo/patterns	packages/patterns/src/keys/merge-set-operators.js:312	const				0
elementsIntersection	@endo/patterns	@endo/patterns	packages/patterns/src/keys/merge-set-operators.js:313	const				0
elementsIsDisjoint	@endo/patterns	@endo/patterns	packages/patterns/src/keys/merge-set-operators.js:309	const				0
elementsIsSuperset	@endo/patterns	@endo/patterns	packages/patterns/src/keys/merge-set-operators.js:308	const				0
elementsUnion	@endo/patterns	@endo/patterns	packages/patterns/src/keys/merge-set-operators.js:311	const				0
emptyFilesystem	@endo/platform/fs/extended	@endo/platform	packages/platform/src/fs/extended/compose.js:312	const-function	0	2d677ce1519e	514	0
emptyFilesystem	@endo/platform/fs/extended/types-index.js	@endo/platform	packages/platform/src/fs/extended/compose.js:312	const-function	0	2d677ce1519e	514	0
encodeAscii	@endo/ascii	@endo/ascii	packages/ascii/src/encode.js:26	const-function	2	98603a7ed18b	78	0
encodeAscii	@endo/ascii/encode.js	@endo/ascii	packages/ascii/src/encode.js:26	const-function	2	98603a7ed18b	78	0
encodeAuthFail	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:100	const-function	1	dd49f1584806	10	1
encodeAuthOk	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:97	const-function	0	f39bce468f7a	4	1
encodeBase64	@endo/base64	@endo/base64	packages/base64/src/encode.js:120	const				0
encodeBase64	@endo/base64/encode.js	@endo/base64	packages/base64/src/encode.js:120	const				0
encodeChallenge	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:92	const-function	1	f3fc74046b94	6	1
encodeChannelId	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:73	const-function	1	5cf41a0348d5	23	1
encodeClose	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:155	const-function	1	0ecba9ed5e4b	8	1
encodeData	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:147	const-function	2	21d07f6c5673	35	1
encodeFrame	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:51	const-function	2	cba2a25b5769	33	1
encodeHeaderObject	@endo/x402	@endo/x402	packages/x402/src/codec.js:19	const-function	1	632aaabadda1	19	1
encodeHeaderObject	@endo/x402/src/codec.js	@endo/x402	packages/x402/src/codec.js:19	const-function	1	632aaabadda1	19	1
encodeHello	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:89	const-function	1	f3fc74046b94	6	1
encodeHex	@endo/hex	@endo/hex	packages/hex/src/encode.js:56	const				0
encodeHex	@endo/hex/encode.js	@endo/hex	packages/hex/src/encode.js:56	const				0
encodeIncoming	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:120	const-function	2	2e3bd9fcf55e	33	1
encodeOpen	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:109	const-function	2	2e3bd9fcf55e	33	1
encodeOpenFailed	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:135	const-function	2	e3aefc4cd93c	43	1
encodeOpened	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:128	const-function	1	0ecba9ed5e4b	8	1
encodePeerGone	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:159	const-function	1	0ecba9ed5e4b	8	1
encodeResponse	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:95	const-function	1	f3fc74046b94	6	1
encodeSupportedEncodingsInto	@endo/ocapn-noise	@endo/ocapn-noise	packages/ocapn-noise/src/bindings.js:92	const-function	2	05c3230df514	123	1
encodeSwissnum	@endo/ocapn/client/util	@endo/ocapn	packages/ocapn/src/client/util.js:66	const-function	1	3f4f6210cbda	49	0
entryId	@endo/jsonl-transcript	@endo/jsonl-transcript	packages/jsonl-transcript/src/project.js:29	const-function	2	7ef9fc571eff	9	1
entryId	@endo/jsonl-transcript/project.js	@endo/jsonl-transcript	packages/jsonl-transcript/src/project.js:29	const-function	2	7ef9fc571eff	9	1
evadeCensor	@endo/evasive-transform	@endo/evasive-transform	packages/evasive-transform/src/index.js:129	function	2	0db295e16696	10	0
evadeCensorSync	@endo/evasive-transform	@endo/evasive-transform	packages/evasive-transform/src/index.js:65	function	2	136d654f897f	88	0
exampleAlice	@endo/pass-style/tools.js	@endo/pass-style	packages/pass-style/tools/arb-passable.js:12	const				0
exampleBob	@endo/pass-style/tools.js	@endo/pass-style	packages/pass-style/tools/arb-passable.js:13	const				0
exampleCarol	@endo/pass-style/tools.js	@endo/pass-style	packages/pass-style/tools/arb-passable.js:14	const				0
executeTool	@endo/fae/src/tools.js	@endo/fae	packages/fae/src/tools.js:86	const-function	3	7c0275911182	52	1
extractErrorId	@endo/spaces-util/error-trace.js	@endo/spaces-util	packages/spaces-util/src/error-trace.js:72	const-function	1	e25a7c168095	79	1
extractToolCallsFromContent	@endo/fae/src/extract-tool-calls.js	@endo/fae	packages/fae/src/extract-tool-calls.js:95	const-function	1	7c58526555a9	386	1
fetchAvailableModels	@endo/lal/model-detect.js	@endo/lal	packages/lal/model-detect.js:24	const-function	1	ba1826e8c4c5	92	1
fileExplorerComponent	@endo/space-file-explorer	@endo/space-file-explorer	packages/space-file-explorer/src/file-explorer-component.js:32	const-function	4	d0061c64b223	56	1
filterCommands	@endo/spaces-util/command-registry.js	@endo/spaces-util	packages/spaces-util/src/command-registry.js:952	const-function	2	d09ea8539d1a	78	1
filterIterable	@endo/pass-style	@endo/pass-style	packages/pass-style/src/iter-helpers.js:42	const-function	2	3b2cb97b4ceb	59	0
filterSlashCommands	@endo/space-channel/outliner/slash-commands.js	@endo/space-channel	packages/space-channel/src/outliner/slash-commands.js:63	const-function	1	d3fa7100d5d1	26	1
findMockTrace	@endo/lal/providers/index.js	@endo/lal	packages/lal/providers/mock.js:32	const-function	2	23e4e11e631a	33	1
formatDuration	@endo/spaces-util/composite-heat-engine.js	@endo/spaces-util	packages/spaces-util/src/heat-engine.js:266	const-function	1	57a9dbf1b0db	138	1
formatDuration	@endo/spaces-util/heat-engine.js	@endo/spaces-util	packages/spaces-util/src/heat-engine.js:266	const-function	1	57a9dbf1b0db	138	1
formatEntry	@endo/jsonl-transcript	@endo/jsonl-transcript	packages/jsonl-transcript/src/entries.js:98	const-function	1	78528f2e4db1	7	1
formatEntry	@endo/jsonl-transcript/entries.js	@endo/jsonl-transcript	packages/jsonl-transcript/src/entries.js:98	const-function	1	78528f2e4db1	7	1
formatError	@endo/goblin-chat/chat-state	@endo/goblin-chat	packages/goblin-chat/src/chat-state.js:268	const-function	1	f0fd48f1829b	37	1
formatGlobalDeclarations	@endo/agent-tools/code-mode/declarations.js	@endo/agent-tools	packages/agent-tools/src/code-mode/declarations.js:119	const-function	1	210db5f67238	114	0
formatLocator	@endo/daemon/locator.js	@endo/daemon	packages/daemon/src/locator.js:187	const-function	2	63db20686796	48	1
formatLocatorWithHints	@endo/daemon/locator.js	@endo/daemon	packages/daemon/src/locator.js:216	const-function	3	be36a7593d7e	51	1
forumComponent	@endo/space-channel	@endo/space-channel	packages/space-channel/src/forum-component.js:82	const-function	4	88703f7b9822	2874	1
forumComponent	@endo/space-channel/forum-component.js	@endo/space-channel	packages/space-channel/src/forum-component.js:82	const-function	4	88703f7b9822	2874	1
fromAbortSignal	@endo/cancel/abort	@endo/cancel	packages/cancel/src/from-abort.js:18	const-function	1	de5fa7e43fd7	62	0
fromAbortSignal	@endo/cancel/from-abort	@endo/cancel	packages/cancel/src/from-abort.js:18	const-function	1	de5fa7e43fd7	62	0
fromHex	@endo/relay-server/protocol.js	@endo/relay-server	packages/relay-server/src/protocol.js:33	const-function	1	8c379e685833	49	1
fromTypedEntries	@endo/common/object-map.js	@endo/common	packages/common/object-map.js:17	const				0
fromUniqueEntries	@endo/common/from-unique-entries.js	@endo/common	packages/common/from-unique-entries.js:16	const-function	1	d195d7638dad	72	0
fsDeclarations	@endo/agent-tools/code-mode-globals/fs.js	@endo/agent-tools	packages/agent-tools/generated/code-mode-globals/fs-declarations.js:27	const				0
fsDeclarations	@endo/agent-tools/generated/code-mode-globals/fs-declarations.js	@endo/agent-tools	packages/agent-tools/generated/code-mode-globals/fs-declarations.js:27	const				0
getAmbientEnv	@endo/agentry	@endo/agentry	packages/agentry/src/harness/credentials.js:22	const-function	0	dd4c3807f453	8	0
getAmbientEnv	@endo/agentry/harness	@endo/agentry	packages/agentry/src/harness/credentials.js:22	const-function	0	dd4c3807f453	8	0
getAwaitArgGuardPayload	@endo/patterns	@endo/patterns	packages/patterns/src/patterns/getGuardPayloads.js:70	const-function	1	cbf44434edd7	32	0
getCategories	@endo/spaces-util/command-registry.js	@endo/spaces-util	packages/spaces-util/src/command-registry.js:1005	const-function	0	df49f8af2913	24	1
